waveform	ACC1_X	ACC1_Y	ACC2_X
t0	12/22/2016  16:29:28.870620	12/22/2016  16:29:28.870641	12/22/2016  16:29:28.870662
delta t	0.010000	0.010000	0.010000

time	ACC1_X	ACC1_Y	ACC2_X
12/22/2016  16:29:31.710620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.720620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.730620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.740620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.750620	1.650661E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.760620	1.650661E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.770620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.780620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.790620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.800620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.810620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.820620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.830620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.840620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.850620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.860620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.870620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.880620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.890620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.900620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.910620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.920620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.930620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.940620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.950620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.960620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.970620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.980620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.990620	1.640469E+0	1.294138E+0	1.589523E+0
12/22/2016  16:29:32.000620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:32.010620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:32.020620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:32.030620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:32.040620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:32.050620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:32.060620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:32.070620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:32.080620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:32.090620	1.640469E+0	1.304330E+0	1.589523E+0
12/22/2016  16:29:32.100620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:32.110620	1.640469E+0	1.304330E+0	1.579332E+0
